基因名称,基因ID,涉及其他数据库,涉及其他数据的编号,涉及其他数据库的链接（若有多个网址用分号分隔）
DNALI1 dynein axonemal light intermediate chain 1,7802,UniProt,O14645 A0A499FIY3,https://www.uniprot.org/uniprot/O14645; https://www.uniprot.org/uniprot/A0A499FIY3
DNAL1 dynein axonemal light chain 1,83544,NCBI-GeneID,83544,https://www.ncbi.nlm.nih.gov/gene/83544
DNAL1 dynein axonemal light chain 1,83544,NCBI-ProteinID,NP_113615,https://www.ncbi.nlm.nih.gov/protein/NP_113615
DNAL1 dynein axonemal light chain 1,83544,OMIM,610062,https://omim.org/entry/610062
DNAL1 dynein axonemal light chain 1,83544,HGNC,23247,https://www.genenames.org/tools/search/#!/?query=%2023247
DNAL1 dynein axonemal light chain 1,83544,Ensembl,ENSG00000119661,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000119661
DNAL1 dynein axonemal light chain 1,83544,UniProt,Q4LDG9,https://www.uniprot.org/uniprot/Q4LDG9
DNAL4 dynein axonemal light chain 4,10126,NCBI-GeneID,10126,https://www.ncbi.nlm.nih.gov/gene/10126
DNAL4 dynein axonemal light chain 4,10126,NCBI-ProteinID,NP_005731,https://www.ncbi.nlm.nih.gov/protein/NP_005731
DNAL4 dynein axonemal light chain 4,10126,OMIM,610565,https://omim.org/entry/610565
DNAL4 dynein axonemal light chain 4,10126,HGNC,2955,https://www.genenames.org/tools/search/#!/?query=%202955
DNAL4 dynein axonemal light chain 4,10126,Ensembl,ENSG00000100246,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000100246
DNAL4 dynein axonemal light chain 4,10126,UniProt,O96015,https://www.uniprot.org/uniprot/O96015
DCTN1 dynactin subunit 1,1639,NCBI-GeneID,1639,https://www.ncbi.nlm.nih.gov/gene/1639
DCTN1 dynactin subunit 1,1639,NCBI-ProteinID,NP_004073,https://www.ncbi.nlm.nih.gov/protein/NP_004073
DCTN1 dynactin subunit 1,1639,OMIM,601143,https://omim.org/entry/601143
DCTN1 dynactin subunit 1,1639,HGNC,2711,https://www.genenames.org/tools/search/#!/?query=%202711
DCTN1 dynactin subunit 1,1639,Ensembl,ENSG00000204843,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000204843
DCTN1 dynactin subunit 1,1639,UniProt,Q14203 Q6MZZ3,https://www.uniprot.org/uniprot/Q14203; https://www.uniprot.org/uniprot/Q6MZZ3
TUBA1A tubulin alpha 1a,7846,NCBI-GeneID,7846,https://www.ncbi.nlm.nih.gov/gene/7846
TUBA1A tubulin alpha 1a,7846,NCBI-ProteinID,NP_001257328,https://www.ncbi.nlm.nih.gov/protein/NP_001257328
TUBA1A tubulin alpha 1a,7846,OMIM,602529,https://omim.org/entry/602529
TUBA1A tubulin alpha 1a,7846,HGNC,20766,https://www.genenames.org/tools/search/#!/?query=%2020766
TUBA1A tubulin alpha 1a,7846,Ensembl,ENSG00000167552,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000167552
TUBA1A tubulin alpha 1a,7846,UniProt,Q71U36,https://www.uniprot.org/uniprot/Q71U36
TUBA1B tubulin alpha 1b,10376,NCBI-GeneID,10376,https://www.ncbi.nlm.nih.gov/gene/10376
TUBA1B tubulin alpha 1b,10376,NCBI-ProteinID,NP_006073,https://www.ncbi.nlm.nih.gov/protein/NP_006073
TUBA1B tubulin alpha 1b,10376,OMIM,602530,https://omim.org/entry/602530
TUBA1B tubulin alpha 1b,10376,HGNC,18809,https://www.genenames.org/tools/search/#!/?query=%2018809
TUBA1B tubulin alpha 1b,10376,Ensembl,ENSG00000123416,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000123416
TUBA1B tubulin alpha 1b,10376,UniProt,P68363,https://www.uniprot.org/uniprot/P68363
TUBA1C tubulin alpha 1c,84790,NCBI-GeneID,84790,https://www.ncbi.nlm.nih.gov/gene/84790
TUBA1C tubulin alpha 1c,84790,NCBI-ProteinID,NP_116093,https://www.ncbi.nlm.nih.gov/protein/NP_116093
TUBA1C tubulin alpha 1c,84790,HGNC,20768,https://www.genenames.org/tools/search/#!/?query=%2020768
TUBA1C tubulin alpha 1c,84790,Ensembl,ENSG00000167553,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000167553
TUBA1C tubulin alpha 1c,84790,UniProt,Q9BQE3,https://www.uniprot.org/uniprot/Q9BQE3
TUBA3C tubulin alpha 3c,7278,NCBI-GeneID,7278,https://www.ncbi.nlm.nih.gov/gene/7278
TUBA3C tubulin alpha 3c,7278,NCBI-ProteinID,NP_005992,https://www.ncbi.nlm.nih.gov/protein/NP_005992
TUBA3C tubulin alpha 3c,7278,OMIM,602528,https://omim.org/entry/602528
TUBA3C tubulin alpha 3c,7278,HGNC,12408,https://www.genenames.org/tools/search/#!/?query=%2012408
TUBA3C tubulin alpha 3c,7278,Ensembl,ENSG00000198033,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000198033
TUBA3C tubulin alpha 3c,7278,UniProt,P0DPH7 P0DPH8 Q1ZYQ1,https://www.uniprot.org/uniprot/P0DPH7; https://www.uniprot.org/uniprot/P0DPH8; https://www.uniprot.org/uniprot/Q1ZYQ1
TUBA3D tubulin alpha 3d,113457,NCBI-GeneID,113457,https://www.ncbi.nlm.nih.gov/gene/113457
TUBA3D tubulin alpha 3d,113457,NCBI-ProteinID,NP_525125,https://www.ncbi.nlm.nih.gov/protein/NP_525125
TUBA3D tubulin alpha 3d,113457,OMIM,617878,https://omim.org/entry/617878
TUBA3D tubulin alpha 3d,113457,HGNC,24071,https://www.genenames.org/tools/search/#!/?query=%2024071
TUBA3D tubulin alpha 3d,113457,Ensembl,ENSG00000075886,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000075886
TUBA3D tubulin alpha 3d,113457,UniProt,P0DPH7 P0DPH8 Q1ZYQ1,https://www.uniprot.org/uniprot/P0DPH7; https://www.uniprot.org/uniprot/P0DPH8; https://www.uniprot.org/uniprot/Q1ZYQ1
TUBA3E tubulin alpha 3e,112714,NCBI-GeneID,112714,https://www.ncbi.nlm.nih.gov/gene/112714
TUBA3E tubulin alpha 3e,112714,NCBI-ProteinID,NP_997195,https://www.ncbi.nlm.nih.gov/protein/NP_997195
TUBA3E tubulin alpha 3e,112714,OMIM,619918,https://omim.org/entry/619918
TUBA3E tubulin alpha 3e,112714,HGNC,20765,https://www.genenames.org/tools/search/#!/?query=%2020765
TUBA3E tubulin alpha 3e,112714,Ensembl,ENSG00000152086,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000152086
TUBA3E tubulin alpha 3e,112714,UniProt,Q6PEY2 A0AAG2UW83,https://www.uniprot.org/uniprot/Q6PEY2; https://www.uniprot.org/uniprot/A0AAG2UW83
TUBA4A tubulin alpha 4a,7277,NCBI-GeneID,7277,https://www.ncbi.nlm.nih.gov/gene/7277
TUBA4A tubulin alpha 4a,7277,NCBI-ProteinID,NP_005991,https://www.ncbi.nlm.nih.gov/protein/NP_005991
TUBA4A tubulin alpha 4a,7277,OMIM,191110,https://omim.org/entry/191110
TUBA4A tubulin alpha 4a,7277,HGNC,12407,https://www.genenames.org/tools/search/#!/?query=%2012407
TUBA4A tubulin alpha 4a,7277,Ensembl,ENSG00000127824,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000127824
TUBA4A tubulin alpha 4a,7277,UniProt,P68366,https://www.uniprot.org/uniprot/P68366
TUBA8 tubulin alpha 8,51807,NCBI-GeneID,51807,https://www.ncbi.nlm.nih.gov/gene/51807
TUBA8 tubulin alpha 8,51807,NCBI-ProteinID,NP_061816,https://www.ncbi.nlm.nih.gov/protein/NP_061816
TUBA8 tubulin alpha 8,51807,OMIM,605742,https://omim.org/entry/605742
TUBA8 tubulin alpha 8,51807,HGNC,12410,https://www.genenames.org/tools/search/#!/?query=%2012410
TUBA8 tubulin alpha 8,51807,Ensembl,ENSG00000183785,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000183785
TUBA8 tubulin alpha 8,51807,UniProt,Q9NY65,https://www.uniprot.org/uniprot/Q9NY65
TUBB tubulin beta class I,203068,NCBI-GeneID,203068,https://www.ncbi.nlm.nih.gov/gene/203068
TUBB tubulin beta class I,203068,NCBI-ProteinID,NP_821133,https://www.ncbi.nlm.nih.gov/protein/NP_821133
TUBB tubulin beta class I,203068,OMIM,191130,https://omim.org/entry/191130
TUBB tubulin beta class I,203068,HGNC,20778,https://www.genenames.org/tools/search/#!/?query=%2020778
TUBB tubulin beta class I,203068,Ensembl,ENSG00000196230,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000196230
TUBB tubulin beta class I,203068,UniProt,P07437 Q5SU16,https://www.uniprot.org/uniprot/P07437; https://www.uniprot.org/uniprot/Q5SU16
TUBB1 tubulin beta 1 class VI,81027,NCBI-GeneID,81027,https://www.ncbi.nlm.nih.gov/gene/81027
TUBB1 tubulin beta 1 class VI,81027,NCBI-ProteinID,NP_110400,https://www.ncbi.nlm.nih.gov/protein/NP_110400
TUBB1 tubulin beta 1 class VI,81027,OMIM,612901,https://omim.org/entry/612901
TUBB1 tubulin beta 1 class VI,81027,HGNC,16257,https://www.genenames.org/tools/search/#!/?query=%2016257
TUBB1 tubulin beta 1 class VI,81027,Ensembl,ENSG00000101162,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000101162
TUBB1 tubulin beta 1 class VI,81027,UniProt,Q9H4B7,https://www.uniprot.org/uniprot/Q9H4B7
TUBB2A tubulin beta 2A class IIa,7280,NCBI-GeneID,7280,https://www.ncbi.nlm.nih.gov/gene/7280
TUBB2A tubulin beta 2A class IIa,7280,NCBI-ProteinID,NP_001060,https://www.ncbi.nlm.nih.gov/protein/NP_001060
TUBB2A tubulin beta 2A class IIa,7280,OMIM,615101,https://omim.org/entry/615101
TUBB2A tubulin beta 2A class IIa,7280,HGNC,12412,https://www.genenames.org/tools/search/#!/?query=%2012412
TUBB2A tubulin beta 2A class IIa,7280,Ensembl,ENSG00000137267,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000137267
TUBB2A tubulin beta 2A class IIa,7280,UniProt,Q13885,https://www.uniprot.org/uniprot/Q13885
TUBB2B tubulin beta 2B class IIb,347733,NCBI-GeneID,347733,https://www.ncbi.nlm.nih.gov/gene/347733
TUBB2B tubulin beta 2B class IIb,347733,NCBI-ProteinID,NP_821080,https://www.ncbi.nlm.nih.gov/protein/NP_821080
TUBB2B tubulin beta 2B class IIb,347733,OMIM,612850,https://omim.org/entry/612850
TUBB2B tubulin beta 2B class IIb,347733,HGNC,30829,https://www.genenames.org/tools/search/#!/?query=%2030829
TUBB2B tubulin beta 2B class IIb,347733,Ensembl,ENSG00000137285,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000137285
TUBB2B tubulin beta 2B class IIb,347733,UniProt,Q9BVA1 A0A384MEE3,https://www.uniprot.org/uniprot/Q9BVA1; https://www.uniprot.org/uniprot/A0A384MEE3
TUBB3 tubulin beta 3 class III,10381,NCBI-GeneID,10381,https://www.ncbi.nlm.nih.gov/gene/10381
TUBB3 tubulin beta 3 class III,10381,NCBI-ProteinID,NP_006077,https://www.ncbi.nlm.nih.gov/protein/NP_006077
TUBB3 tubulin beta 3 class III,10381,OMIM,602661,https://omim.org/entry/602661
TUBB3 tubulin beta 3 class III,10381,HGNC,20772,https://www.genenames.org/tools/search/#!/?query=%2020772
TUBB3 tubulin beta 3 class III,10381,Ensembl,ENSG00000258947,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000258947
TUBB3 tubulin beta 3 class III,10381,UniProt,Q13509 Q53G92,https://www.uniprot.org/uniprot/Q13509; https://www.uniprot.org/uniprot/Q53G92
TUBB4A tubulin beta 4A class IVa,10382,NCBI-GeneID,10382,https://www.ncbi.nlm.nih.gov/gene/10382
TUBB4A tubulin beta 4A class IVa,10382,NCBI-ProteinID,NP_001276058,https://www.ncbi.nlm.nih.gov/protein/NP_001276058
TUBB4A tubulin beta 4A class IVa,10382,OMIM,602662,https://omim.org/entry/602662
TUBB4A tubulin beta 4A class IVa,10382,HGNC,20774,https://www.genenames.org/tools/search/#!/?query=%2020774
TUBB4A tubulin beta 4A class IVa,10382,Ensembl,ENSG00000104833,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000104833
TUBB4A tubulin beta 4A class IVa,10382,UniProt,P04350,https://www.uniprot.org/uniprot/P04350
TUBB4B tubulin beta 4B class IVb,10383,NCBI-GeneID,10383,https://www.ncbi.nlm.nih.gov/gene/10383
TUBB4B tubulin beta 4B class IVb,10383,NCBI-ProteinID,NP_006079,https://www.ncbi.nlm.nih.gov/protein/NP_006079
TUBB4B tubulin beta 4B class IVb,10383,OMIM,602660,https://omim.org/entry/602660
TUBB4B tubulin beta 4B class IVb,10383,HGNC,20771,https://www.genenames.org/tools/search/#!/?query=%2020771
TUBB4B tubulin beta 4B class IVb,10383,Ensembl,ENSG00000188229,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000188229
TUBB4B tubulin beta 4B class IVb,10383,UniProt,P68371,https://www.uniprot.org/uniprot/P68371
TUBB6 tubulin beta 6 class V,84617,NCBI-GeneID,84617,https://www.ncbi.nlm.nih.gov/gene/84617
TUBB6 tubulin beta 6 class V,84617,NCBI-ProteinID,NP_001290453,https://www.ncbi.nlm.nih.gov/protein/NP_001290453
TUBB6 tubulin beta 6 class V,84617,OMIM,615103,https://omim.org/entry/615103
TUBB6 tubulin beta 6 class V,84617,HGNC,20776,https://www.genenames.org/tools/search/#!/?query=%2020776
TUBB6 tubulin beta 6 class V,84617,Ensembl,ENSG00000176014,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000176014
TUBB6 tubulin beta 6 class V,84617,UniProt,Q9BUF5,https://www.uniprot.org/uniprot/Q9BUF5
TUBB8 tubulin beta 8 class VIII,347688,NCBI-GeneID,347688,https://www.ncbi.nlm.nih.gov/gene/347688
TUBB8 tubulin beta 8 class VIII,347688,NCBI-ProteinID,NP_817124,https://www.ncbi.nlm.nih.gov/protein/NP_817124
TUBB8 tubulin beta 8 class VIII,347688,OMIM,616768,https://omim.org/entry/616768
TUBB8 tubulin beta 8 class VIII,347688,HGNC,20773,https://www.genenames.org/tools/search/#!/?query=%2020773
TUBB8 tubulin beta 8 class VIII,347688,Ensembl,ENSG00000261456,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000261456
TUBB8 tubulin beta 8 class VIII,347688,UniProt,Q3ZCM7,https://www.uniprot.org/uniprot/Q3ZCM7
DCTN1 dynactin subunit 1,1639,NCBI-GeneID,1639,https://www.ncbi.nlm.nih.gov/gene/1639
DCTN1 dynactin subunit 1,1639,NCBI-ProteinID,NP_004073,https://www.ncbi.nlm.nih.gov/protein/NP_004073
DCTN1 dynactin subunit 1,1639,OMIM,601143,https://omim.org/entry/601143
DCTN1 dynactin subunit 1,1639,HGNC,2711,https://www.genenames.org/tools/search/#!/?query=%202711
DCTN1 dynactin subunit 1,1639,Ensembl,ENSG00000204843,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000204843
DCTN1 dynactin subunit 1,1639,UniProt,Q14203 Q6MZZ3,https://www.uniprot.org/uniprot/Q14203; https://www.uniprot.org/uniprot/Q6MZZ3
DCTN2 dynactin subunit 2,10540,NCBI-GeneID,10540,https://www.ncbi.nlm.nih.gov/gene/10540
DCTN2 dynactin subunit 2,10540,NCBI-ProteinID,NP_001248342,https://www.ncbi.nlm.nih.gov/protein/NP_001248342
DCTN2 dynactin subunit 2,10540,OMIM,607376,https://omim.org/entry/607376
DCTN2 dynactin subunit 2,10540,HGNC,2712,https://www.genenames.org/tools/search/#!/?query=%202712
DCTN2 dynactin subunit 2,10540,Ensembl,ENSG00000175203,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000175203
DCTN2 dynactin subunit 2,10540,UniProt,Q13561 A0A384MDU9,https://www.uniprot.org/uniprot/Q13561; https://www.uniprot.org/uniprot/A0A384MDU9
DCTN3 dynactin subunit 3,11258,NCBI-GeneID,11258,https://www.ncbi.nlm.nih.gov/gene/11258
DCTN3 dynactin subunit 3,11258,NCBI-ProteinID,NP_009165,https://www.ncbi.nlm.nih.gov/protein/NP_009165
DCTN3 dynactin subunit 3,11258,OMIM,607387,https://omim.org/entry/607387
DCTN3 dynactin subunit 3,11258,HGNC,2713,https://www.genenames.org/tools/search/#!/?query=%202713
DCTN3 dynactin subunit 3,11258,Ensembl,ENSG00000137100,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000137100
DCTN3 dynactin subunit 3,11258,UniProt,O75935,https://www.uniprot.org/uniprot/O75935
DCTN4 dynactin subunit 4,51164,NCBI-GeneID,51164,https://www.ncbi.nlm.nih.gov/gene/51164
DCTN4 dynactin subunit 4,51164,NCBI-ProteinID,NP_057305,https://www.ncbi.nlm.nih.gov/protein/NP_057305
DCTN4 dynactin subunit 4,51164,OMIM,614758,https://omim.org/entry/614758
DCTN4 dynactin subunit 4,51164,HGNC,15518,https://www.genenames.org/tools/search/#!/?query=%2015518
DCTN4 dynactin subunit 4,51164,Ensembl,ENSG00000132912,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000132912
DCTN4 dynactin subunit 4,51164,UniProt,Q9UJW0 A0A0S2Z5D4 Q9NSJ5,https://www.uniprot.org/uniprot/Q9UJW0; https://www.uniprot.org/uniprot/A0A0S2Z5D4; https://www.uniprot.org/uniprot/Q9NSJ5
DCTN5 dynactin subunit 5,84516,NCBI-GeneID,84516,https://www.ncbi.nlm.nih.gov/gene/84516
DCTN5 dynactin subunit 5,84516,NCBI-ProteinID,NP_115875,https://www.ncbi.nlm.nih.gov/protein/NP_115875
DCTN5 dynactin subunit 5,84516,OMIM,612962,https://omim.org/entry/612962
DCTN5 dynactin subunit 5,84516,HGNC,24594,https://www.genenames.org/tools/search/#!/?query=%2024594
DCTN5 dynactin subunit 5,84516,Ensembl,ENSG00000166847,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000166847
DCTN5 dynactin subunit 5,84516,UniProt,Q9BTE1,https://www.uniprot.org/uniprot/Q9BTE1
DCTN6 dynactin subunit 6,10671,NCBI-GeneID,10671,https://www.ncbi.nlm.nih.gov/gene/10671
DCTN6 dynactin subunit 6,10671,NCBI-ProteinID,NP_006562,https://www.ncbi.nlm.nih.gov/protein/NP_006562
DCTN6 dynactin subunit 6,10671,OMIM,612963,https://omim.org/entry/612963
DCTN6 dynactin subunit 6,10671,HGNC,16964,https://www.genenames.org/tools/search/#!/?query=%2016964
DCTN6 dynactin subunit 6,10671,Ensembl,ENSG00000104671,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000104671
DCTN6 dynactin subunit 6,10671,UniProt,O00399,https://www.uniprot.org/uniprot/O00399
ACTR1A actin related protein 1A,10121,NCBI-GeneID,10121,https://www.ncbi.nlm.nih.gov/gene/10121
ACTR1A actin related protein 1A,10121,NCBI-ProteinID,NP_005727,https://www.ncbi.nlm.nih.gov/protein/NP_005727
ACTR1A actin related protein 1A,10121,OMIM,605143,https://omim.org/entry/605143
ACTR1A actin related protein 1A,10121,HGNC,167,https://www.genenames.org/tools/search/#!/?query=%20167
ACTR1A actin related protein 1A,10121,Ensembl,ENSG00000138107,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000138107
ACTR1A actin related protein 1A,10121,UniProt,P61163 A0A384NQ21,https://www.uniprot.org/uniprot/P61163; https://www.uniprot.org/uniprot/A0A384NQ21
ACTR1B actin related protein 1B,10120,NCBI-GeneID,10120,https://www.ncbi.nlm.nih.gov/gene/10120
ACTR1B actin related protein 1B,10120,NCBI-ProteinID,NP_005726,https://www.ncbi.nlm.nih.gov/protein/NP_005726
ACTR1B actin related protein 1B,10120,OMIM,605144,https://omim.org/entry/605144
ACTR1B actin related protein 1B,10120,HGNC,168,https://www.genenames.org/tools/search/#!/?query=%20168
ACTR1B actin related protein 1B,10120,Ensembl,ENSG00000115073,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000115073
ACTR1B actin related protein 1B,10120,UniProt,P42025,https://www.uniprot.org/uniprot/P42025
ACTR10 actin related protein 10,55860,NCBI-GeneID,55860,https://www.ncbi.nlm.nih.gov/gene/55860
ACTR10 actin related protein 10,55860,NCBI-ProteinID,NP_060947,https://www.ncbi.nlm.nih.gov/protein/NP_060947
ACTR10 actin related protein 10,55860,OMIM,619731,https://omim.org/entry/619731
ACTR10 actin related protein 10,55860,HGNC,17372,https://www.genenames.org/tools/search/#!/?query=%2017372
ACTR10 actin related protein 10,55860,Ensembl,ENSG00000131966,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000131966
ACTR10 actin related protein 10,55860,UniProt,Q9NZ32,https://www.uniprot.org/uniprot/Q9NZ32
DNAH1 dynein axonemal heavy chain 1,25981,NCBI-GeneID,25981,https://www.ncbi.nlm.nih.gov/gene/25981
DNAH1 dynein axonemal heavy chain 1,25981,NCBI-ProteinID,NP_056327,https://www.ncbi.nlm.nih.gov/protein/NP_056327
DNAH1 dynein axonemal heavy chain 1,25981,OMIM,603332,https://omim.org/entry/603332
DNAH1 dynein axonemal heavy chain 1,25981,HGNC,2940,https://www.genenames.org/tools/search/#!/?query=%202940
DNAH1 dynein axonemal heavy chain 1,25981,Ensembl,ENSG00000114841,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000114841
DNAH1 dynein axonemal heavy chain 1,25981,UniProt,Q9P2D7 A0A140VJI6,https://www.uniprot.org/uniprot/Q9P2D7; https://www.uniprot.org/uniprot/A0A140VJI6
DNAH2 dynein axonemal heavy chain 2,146754,NCBI-GeneID,146754,https://www.ncbi.nlm.nih.gov/gene/146754
DNAH2 dynein axonemal heavy chain 2,146754,NCBI-ProteinID,NP_065928,https://www.ncbi.nlm.nih.gov/protein/NP_065928
DNAH2 dynein axonemal heavy chain 2,146754,OMIM,603333,https://omim.org/entry/603333
DNAH2 dynein axonemal heavy chain 2,146754,HGNC,2948,https://www.genenames.org/tools/search/#!/?query=%202948
DNAH2 dynein axonemal heavy chain 2,146754,Ensembl,ENSG00000183914,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000183914
DNAH2 dynein axonemal heavy chain 2,146754,UniProt,Q9P225,https://www.uniprot.org/uniprot/Q9P225
DNAH3 dynein axonemal heavy chain 3,55567,NCBI-GeneID,55567,https://www.ncbi.nlm.nih.gov/gene/55567
DNAH3 dynein axonemal heavy chain 3,55567,NCBI-ProteinID,NP_060009,https://www.ncbi.nlm.nih.gov/protein/NP_060009
DNAH3 dynein axonemal heavy chain 3,55567,OMIM,603334,https://omim.org/entry/603334
DNAH3 dynein axonemal heavy chain 3,55567,HGNC,2949,https://www.genenames.org/tools/search/#!/?query=%202949
DNAH3 dynein axonemal heavy chain 3,55567,Ensembl,ENSG00000158486,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000158486
DNAH3 dynein axonemal heavy chain 3,55567,UniProt,Q8TD57,https://www.uniprot.org/uniprot/Q8TD57
DNAH5 dynein axonemal heavy chain 5,1767,NCBI-GeneID,1767,https://www.ncbi.nlm.nih.gov/gene/1767
DNAH5 dynein axonemal heavy chain 5,1767,NCBI-ProteinID,NP_001360,https://www.ncbi.nlm.nih.gov/protein/NP_001360
DNAH5 dynein axonemal heavy chain 5,1767,OMIM,603335,https://omim.org/entry/603335
DNAH5 dynein axonemal heavy chain 5,1767,HGNC,2950,https://www.genenames.org/tools/search/#!/?query=%202950
DNAH5 dynein axonemal heavy chain 5,1767,Ensembl,ENSG00000039139,https://www.ensembl.org/Homo_sapiens/geneview?gene=ENSG00000039139
DNAH5 dynein axonemal heavy chain 5,1767,UniProt,Q8TE73,https://www.uniprot.org/uniprot/Q8TE73
DNAH6 dynein axonemal heavy chain 6,1768,NCBI-GeneID,1768,https://www.ncbi.nlm.nih.gov/gene/1768
