涉及疾病,涉及疾病的编号,药物,药物编号,药物链接
Primary open angle glaucoma,H00612,Acetazolamide sodium,D01196,https://www.kegg.jp/entry/D01196
Primary open angle glaucoma,H00612,Dorzolamide hydrochloride,D00653,https://www.kegg.jp/entry/D00653
Primary open angle glaucoma,H00612,Brinzolamide,D00652,https://www.kegg.jp/entry/D00652
Primary open angle glaucoma,H00612,Methazolamide,D00655,https://www.kegg.jp/entry/D00655
Primary open angle glaucoma,H00612,Brinzolamide and brimonidine tartrate,D10854,https://www.kegg.jp/entry/D10854
Primary open angle glaucoma,H00612,Levobunolol hydrochloride,D01025,https://www.kegg.jp/entry/D01025
Primary open angle glaucoma,H00612,Metipranolol,D02374,https://www.kegg.jp/entry/D02374
Primary open angle glaucoma,H00612,Dorzolamide hydrochloride and timolol maleate,D08493,https://www.kegg.jp/entry/D08493
Primary open angle glaucoma,H00612,Brimonidine tartrate and timolol maleate,D10298,https://www.kegg.jp/entry/D10298
Primary open angle glaucoma,H00612,Latanoprost,D00356,https://www.kegg.jp/entry/D00356
Primary open angle glaucoma,H00612,Isopropyl unoprostone,D01452,https://www.kegg.jp/entry/D01452
Primary open angle glaucoma,H00612,Bimatoprost,D02724,https://www.kegg.jp/entry/D02724
Primary open angle glaucoma,H00612,Travoprost,D01964,https://www.kegg.jp/entry/D01964
Primary open angle glaucoma,H00612,Tafluprost,D06274,https://www.kegg.jp/entry/D06274
Primary open angle glaucoma,H00612,Latanoprostene bunod,D10441,https://www.kegg.jp/entry/D10441
Primary open angle glaucoma,H00612,Netarsudil and latanoprost,D11558,https://www.kegg.jp/entry/D11558
Primary open angle glaucoma,H00612,Netarsudil mesylate,D11031,https://www.kegg.jp/entry/D11031
Primary open angle glaucoma,H00612,Omidenepag isopropyl,D10966,https://www.kegg.jp/entry/D10966
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Chronic lymphocytic leukemia,H00005,Cyclophosphamide,D00287,https://www.kegg.jp/entry/D00287
Chronic lymphocytic leukemia,H00005,Chlorambucil,D00266,https://www.kegg.jp/entry/D00266
Chronic lymphocytic leukemia,H00005,Bendamustine hydrochloride,D07085,https://www.kegg.jp/entry/D07085
Chronic lymphocytic leukemia,H00005,Fludarabine phosphate,D01907,https://www.kegg.jp/entry/D01907
Chronic lymphocytic leukemia,H00005,Ibrutinib,D10223,https://www.kegg.jp/entry/D10223
Chronic lymphocytic leukemia,H00005,Acalabrutinib,D10893,https://www.kegg.jp/entry/D10893
Chronic lymphocytic leukemia,H00005,Idelalisib,D10560,https://www.kegg.jp/entry/D10560
Chronic lymphocytic leukemia,H00005,Duvelisib hydrate,D11658,https://www.kegg.jp/entry/D11658
Chronic lymphocytic leukemia,H00005,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Chronic lymphocytic leukemia,H00005,Rituximab,D02994,https://www.kegg.jp/entry/D02994
Chronic lymphocytic leukemia,H00005,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
Chronic lymphocytic leukemia,H00005,Ofatumumab,D09314,https://www.kegg.jp/entry/D09314
Chronic lymphocytic leukemia,H00005,Obinutuzumab,D09321,https://www.kegg.jp/entry/D09321
Chronic lymphocytic leukemia,H00005,Venetoclax,D10679,https://www.kegg.jp/entry/D10679
Chronic lymphocytic leukemia,H00005,Alemtuzumab,D02802,https://www.kegg.jp/entry/D02802
Chronic lymphocytic leukemia,H00005,Sodium phosphate P 32,D05870,https://www.kegg.jp/entry/D05870
Chronic lymphocytic leukemia,H00005,Ibritumomab tiuxetan,D04489,https://www.kegg.jp/entry/D04489
Small cell lung cancer,H00013,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Small cell lung cancer,H00013,Etoposide,D00125,https://www.kegg.jp/entry/D00125
Small cell lung cancer,H00013,Etoposide phosphate,D04107,https://www.kegg.jp/entry/D04107
Small cell lung cancer,H00013,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Small cell lung cancer,H00013,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Small cell lung cancer,H00013,Durvalumab,D10808,https://www.kegg.jp/entry/D10808
Small cell lung cancer,H00013,Atezolizumab,D10773,https://www.kegg.jp/entry/D10773
Small cell lung cancer,H00013,Lurbinectedin,D11644,https://www.kegg.jp/entry/D11644
Small cell lung cancer,H00013,Trilaciclib dihydrochloride,D11987,https://www.kegg.jp/entry/D11987
Small cell lung cancer,H00013,Tarlatamab,D12234,https://www.kegg.jp/entry/D12234
Choriocarcinoma,H00028,Methotrexate sodium,D02115,https://www.kegg.jp/entry/D02115
Choriocarcinoma,H00028,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Choriocarcinoma,H00028,Bleomycin sulfate,D02177,https://www.kegg.jp/entry/D02177
Cervical cancer,H00030,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,https://www.kegg.jp/entry/D10192
Cervical cancer,H00030,"Human papillomavirus 9-valent vaccine, recombinant",D11863,https://www.kegg.jp/entry/D11863
Cervical cancer,H00030,Topotecan hydrochloride,D02168,https://www.kegg.jp/entry/D02168
Cervical cancer,H00030,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Cervical cancer,H00030,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Cervical cancer,H00030,Tisotumab vedotin,D11814,https://www.kegg.jp/entry/D11814
Kaposi sarcoma,H00041,Alitretinoin,D02815,https://www.kegg.jp/entry/D02815
Kaposi sarcoma,H00041,Vinblastine sulfate,D01068,https://www.kegg.jp/entry/D01068
Kaposi sarcoma,H00041,Paclitaxel,D00491,https://www.kegg.jp/entry/D00491
Kaposi sarcoma,H00041,Doxorubicin hydrochloride,D01275,https://www.kegg.jp/entry/D01275
Kaposi sarcoma,H00041,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Nasopharyngeal cancer,H00054,Toripalimab,D12202,https://www.kegg.jp/entry/D12202
Follicular lymphoma,H01613,Chlorambucil,D00266,https://www.kegg.jp/entry/D00266
Follicular lymphoma,H01613,Copanlisib hydrochloride hydrate,D10798,https://www.kegg.jp/entry/D10798
Follicular lymphoma,H01613,Pemigatinib,D11417,https://www.kegg.jp/entry/D11417
Follicular lymphoma,H01613,Umbralisib tosylate,D11323,https://www.kegg.jp/entry/D11323
Follicular lymphoma,H01613,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
Follicular lymphoma,H01613,Obinutuzumab,D09321,https://www.kegg.jp/entry/D09321
Follicular lymphoma,H01613,Mosunetuzumab,D11463,https://www.kegg.jp/entry/D11463
Follicular lymphoma,H01613,Glofitamab,D11833,https://www.kegg.jp/entry/D11833
Follicular lymphoma,H01613,Lisocabtagene maraleucel,D11990,https://www.kegg.jp/entry/D11990
Follicular lymphoma,H01613,Tazemetostat hydrobromide,D11485,https://www.kegg.jp/entry/D11485
Follicular lymphoma,H01613,Interferon alfa-2b,D02745,https://www.kegg.jp/entry/D02745
Follicular lymphoma,H01613,Lenalidomide,D04687,https://www.kegg.jp/entry/D04687
Follicular lymphoma,H01613,Ibritumomab tiuxetan,D04489,https://www.kegg.jp/entry/D04489
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Rituximab and hyaluronidase,D11393,https://www.kegg.jp/entry/D11393
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Tafasitamab,D11601,https://www.kegg.jp/entry/D11601
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Polatuzumab vedotin,D10761,https://www.kegg.jp/entry/D10761
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Loncastuximab tesirine,D11338,https://www.kegg.jp/entry/D11338
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Epcoritamab,D12368,https://www.kegg.jp/entry/D12368
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Glofitamab,D11833,https://www.kegg.jp/entry/D11833
"Diffuse large B-cell lymphoma, not otherwise specified",H02434,Lisocabtagene maraleucel,D11990,https://www.kegg.jp/entry/D11990
Colorectal cancer,H00020,Capecitabine,D01223,https://www.kegg.jp/entry/D01223
Colorectal cancer,H00020,Floxuridine,D04197,https://www.kegg.jp/entry/D04197
Colorectal cancer,H00020,Trifluridine and tipiracil hydrochloride,D10526,https://www.kegg.jp/entry/D10526
Colorectal cancer,H00020,Irinotecan hydrochloride,D01061,https://www.kegg.jp/entry/D01061
Colorectal cancer,H00020,Encorafenib,D11053,https://www.kegg.jp/entry/D11053
Colorectal cancer,H00020,Fruquintinib,D11977,https://www.kegg.jp/entry/D11977
Colorectal cancer,H00020,Regorafenib hydrate,D10137,https://www.kegg.jp/entry/D10137
Colorectal cancer,H00020,Cetuximab,D03455,https://www.kegg.jp/entry/D03455
Colorectal cancer,H00020,Panitumumab,D05350,https://www.kegg.jp/entry/D05350
Colorectal cancer,H00020,Nivolumab,D10316,https://www.kegg.jp/entry/D10316
Colorectal cancer,H00020,Pembrolizumab,D10574,https://www.kegg.jp/entry/D10574
Colorectal cancer,H00020,Bevacizumab,D06409,https://www.kegg.jp/entry/D06409
Colorectal cancer,H00020,Ramucirumab,D09371,https://www.kegg.jp/entry/D09371
Colorectal cancer,H00020,Oxaliplatin,D01790,https://www.kegg.jp/entry/D01790
Colorectal cancer,H00020,Aflibercept,D09574,https://www.kegg.jp/entry/D09574
Colorectal cancer,H00020,Leucovorin calcium,D01211,https://www.kegg.jp/entry/D01211
Colorectal cancer,H00020,Levoleucovorin calcium,D04715,https://www.kegg.jp/entry/D04715
Colorectal cancer,H00020,Calcium levofolinate hydrate,D11555,https://www.kegg.jp/entry/D11555
Colorectal cancer,H00020,Sodium levofolinate,D11394,https://www.kegg.jp/entry/D11394
Thrombocytopenia (THC),H00978,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Thrombocytopenia (THC),H00978,Lusutrombopag,D10476,https://www.kegg.jp/entry/D10476
Thrombocytopenia (THC),H00978,Avatrombopag maleate,D10307,https://www.kegg.jp/entry/D10307
Schizophrenia,H01649,Chlorpromazine hydrochloride,D00789,https://www.kegg.jp/entry/D00789
Schizophrenia,H01649,Fluphenazine decanoate,D00793,https://www.kegg.jp/entry/D00793
Schizophrenia,H01649,Perphenazine,D00503,https://www.kegg.jp/entry/D00503
Schizophrenia,H01649,Prochlorperazine maleate,D00479,https://www.kegg.jp/entry/D00479
Schizophrenia,H01649,Trifluoperazine hydrochloride,D00799,https://www.kegg.jp/entry/D00799
Schizophrenia,H01649,Thioridazine hydrochloride,D00798,https://www.kegg.jp/entry/D00798
Schizophrenia,H01649,Haloperidol decanoate,D01898,https://www.kegg.jp/entry/D01898
Schizophrenia,H01649,Haloperidol lactate,D08035,https://www.kegg.jp/entry/D08035
Schizophrenia,H01649,Lumateperone tosylate,D11170,https://www.kegg.jp/entry/D11170
Schizophrenia,H01649,Molindone hydrochloride,D00796,https://www.kegg.jp/entry/D00796
Schizophrenia,H01649,Ziprasidone hydrochloride,D01939,https://www.kegg.jp/entry/D01939
Schizophrenia,H01649,Ziprasidone mesylate,D02100,https://www.kegg.jp/entry/D02100
Schizophrenia,H01649,Lurasidone hydrochloride,D04820,https://www.kegg.jp/entry/D04820
Schizophrenia,H01649,Thiothixene,D00374,https://www.kegg.jp/entry/D00374
Schizophrenia,H01649,Loxapine,D02340,https://www.kegg.jp/entry/D02340
Schizophrenia,H01649,Loxapine succinate,D00794,https://www.kegg.jp/entry/D00794
Schizophrenia,H01649,Clozapine,D00283,https://www.kegg.jp/entry/D00283
Schizophrenia,H01649,Olanzapine,D00454,https://www.kegg.jp/entry/D00454
Schizophrenia,H01649,Olanzapine pamoate,D06623,https://www.kegg.jp/entry/D06623
Schizophrenia,H01649,Quetiapine fumarate,D00458,https://www.kegg.jp/entry/D00458
Schizophrenia,H01649,Asenapine,D11769,https://www.kegg.jp/entry/D11769
Schizophrenia,H01649,Asenapine maleate,D02995,https://www.kegg.jp/entry/D02995
Schizophrenia,H01649,Olanzapine and samidorphan,D12117,https://www.kegg.jp/entry/D12117
Schizophrenia,H01649,Risperidone,D00426,https://www.kegg.jp/entry/D00426
Schizophrenia,H01649,Aripiprazole,D01164,https://www.kegg.jp/entry/D01164
Schizophrenia,H01649,Aripiprazole lauroxil,D10364,https://www.kegg.jp/entry/D10364
Schizophrenia,H01649,Aripiprazole hydrate,D10516,https://www.kegg.jp/entry/D10516
Schizophrenia,H01649,Paliperidone,D05339,https://www.kegg.jp/entry/D05339
Schizophrenia,H01649,Paliperidone palmitate,D05340,https://www.kegg.jp/entry/D05340
Schizophrenia,H01649,Cariprazine hydrochloride,D09876,https://www.kegg.jp/entry/D09876
Schizophrenia,H01649,Brexpiprazole,D10309,https://www.kegg.jp/entry/D10309
Schizophrenia,H01649,Dexmedetomidine hydrochloride,D01205,https://www.kegg.jp/entry/D01205
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Keratoconus,H00789,Riboflavin 5'-phosphate sodium,D05725,https://www.kegg.jp/entry/D05725
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Leber congenital amaurosis,H00837,Voretigene neparvovec,D11008,https://www.kegg.jp/entry/D11008
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Thrombocytopenia (THC),H00978,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Thrombocytopenia (THC),H00978,Lusutrombopag,D10476,https://www.kegg.jp/entry/D10476
Thrombocytopenia (THC),H00978,Avatrombopag maleate,D10307,https://www.kegg.jp/entry/D10307
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Amyotrophic lateral sclerosis (ALS),H00058,Riluzole,D00775,https://www.kegg.jp/entry/D00775
Amyotrophic lateral sclerosis (ALS),H00058,Edaravone,D01552,https://www.kegg.jp/entry/D01552
Amyotrophic lateral sclerosis (ALS),H00058,Sodium phenylbutyrate and taurursodiol,D12439,https://www.kegg.jp/entry/D12439
Amyotrophic lateral sclerosis (ALS),H00058,Tofersen,D11811,https://www.kegg.jp/entry/D11811
Essential tremor,H01577,Propranolol hydrochloride,D00483,https://www.kegg.jp/entry/D00483
Nephrotic syndrome,H01657,Triamcinolone acetonide,D00983,https://www.kegg.jp/entry/D00983
Nephrotic syndrome,H01657,Dexamethasone,D00292,https://www.kegg.jp/entry/D00292
Nephrotic syndrome,H01657,Dexamethasone sodium phosphate,D00975,https://www.kegg.jp/entry/D00975
Nephrotic syndrome,H01657,Hydrocortisone,D00088,https://www.kegg.jp/entry/D00088
Nephrotic syndrome,H01657,Hydrocortisone sodium succinate,D00978,https://www.kegg.jp/entry/D00978
Nephrotic syndrome,H01657,Prednisolone,D00472,https://www.kegg.jp/entry/D00472
Nephrotic syndrome,H01657,Prednisolone sodium phosphate,D00981,https://www.kegg.jp/entry/D00981
Nephrotic syndrome,H01657,Chlorothiazide sodium,D03471,https://www.kegg.jp/entry/D03471
Nephrotic syndrome,H01657,Chlorthalidone,D00272,https://www.kegg.jp/entry/D00272
Nephrotic syndrome,H01657,Metolazone,D00431,https://www.kegg.jp/entry/D00431
Nephrotic syndrome,H01657,Bumetanide,D00247,https://www.kegg.jp/entry/D00247
Nephrotic syndrome,H01657,Ethacrynic acid,D00313,https://www.kegg.jp/entry/D00313
Nephrotic syndrome,H01657,Spironolactone,D00443,https://www.kegg.jp/entry/D00443
Nephrotic syndrome,H01657,Triamterene,D00386,https://www.kegg.jp/entry/D00386
Nephrotic syndrome,H01657,Spironolactone and hydrochlorothiazide,D10270,https://www.kegg.jp/entry/D10270
